smiles,true_label,rf_prob,rf_pred,gnn_prob,gnn_pred,rf_error,gnn_error,rf_fp,rf_fn,gnn_fp,gnn_fn,rf_high_conf,gnn_high_conf,disagree,both_high_conf_disagree,mw,logp,tpsa,nhd,nha,nrot,nring,nviol_ro5,qed
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:N:C(C):C(CC(=O)O):S:3)CS[C@H]12)C1:C:S:C(N):N:1,0,0.04,0,0.012504911,0,False,False,False,False,False,False,True,True,False,False,584.683,0.9987200000000007,197.39999999999998,4,13,10,4,2,0.13393623971973823
O=C(O)C1=C(CSC2:N:N:N:N:2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)C(O)C3:C:C:C:C:C:3)C(=O)N12,0,0.036,0,0.004935041,0,False,False,False,False,False,False,True,True,False,False,542.5770000000001,-0.9172999999999991,204.90999999999997,4,11,9,4,2,0.17210207791289023
NCC1:C:C:C:C:C:1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3CC(=O)O)CS[C@H]12,0,0.052,0,0.009271959,0,False,False,False,False,False,False,True,True,False,False,519.5650000000003,-0.7101999999999984,193.62999999999997,4,10,10,4,1,0.2278184722894915
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSC3:N:N:N:N:3C)CS[C@@H]21,0,0.096,0,0.0076752133,0,False,False,False,False,False,False,True,True,False,False,575.6320000000002,-1.3974999999999984,219.92999999999995,4,13,9,4,2,0.06641669832653377
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,0,0.068,0,0.012367227,0,False,False,False,False,False,False,True,True,False,False,415.4240000000002,-1.129699999999996,176.32999999999998,4,8,9,2,0,0.2660852874613771
CCOC(OCC)C(=O)OCC(=O)C1(O)CC2:C(O):C3:C(:C(O):C:2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)C1:C(OC):C:C:C:C:1C3=O,0,0.076,0,0.018499618,0,False,False,False,False,False,False,True,True,False,False,673.6680000000002,0.9513000000000013,230.59999999999997,5,15,11,5,2,0.10837389615666525
COC1:C:C:C(C2:C:C(=O):C3:C(O):C:C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O):C:C:3:O:2):C:C:1O,0,0.112,0,0.058032673,0,False,False,False,False,False,False,False,True,False,False,608.5490000000002,-1.0897,238.19999999999996,8,15,7,5,3,0.15901573371992592
CC(C)(OC1:C:C:C(Cl):C:C:1)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)C1:C:C:C:C:C:1,0,0.07,0,0.0066837464,0,False,False,False,False,False,False,True,True,False,False,546.0450000000003,2.986600000000001,125.04,3,6,8,4,1,0.43541104627471944
CC(C)CC(OC(=O)C1:C:C:C:O:1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0,0.036,0,0.023490993,0,False,False,False,False,False,False,True,True,False,False,424.47500000000014,1.4828,126.14999999999999,2,7,7,3,0,0.4979193798280595
CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC2:C:C:C:C:C:2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC2:C:C:C:C:C:2)NC1=O,0,0.136,0,0.00010485898,0,False,False,False,False,False,False,False,True,False,False,1141.4699999999996,1.227799999999997,325.4599999999999,10,12,16,5,3,0.11356167014864146
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,0,0.278,0,0.051540017,0,False,False,False,False,False,False,False,True,False,False,325.4339999999999,1.4062000000000001,73.21000000000001,1,4,3,3,0,0.48235981573967446
CC1OC(OC2CC(O)(C(=O)CO)CC3:C(O):C4:C(:C(O):C:32)C(=O)C2:C:C:C:C:C:2C4=O)CC(N)C1O,0,0.01,0,0.013434339,0,False,False,False,False,False,False,True,True,False,False,513.4990000000003,-0.00730000000000014,196.84,6,11,4,5,3,0.25670338958593386
C[C@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)C12.O.O.O,0,0.054,0,0.001846394,0,False,False,False,False,False,False,True,True,False,False,437.5150000000003,-2.7820999999999976,204.68,3,6,5,3,0,0.38517105472934987
CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(:C:3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,0,0.116,0,0.00047667237,0,False,False,False,False,False,False,False,True,False,False,847.0190000000003,4.615720000000003,205.54999999999995,5,14,4,6,2,0.2630753883136941
CCCCCCCCCC(=O)N[C@H]1[C@H](OC2:C3:C:C4:C:C:2OC2:C:C:C(:C:C:2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](CC5:C:C:C(:C(Cl):C:5)O3)NC(=O)[C@H](N)C3:C:C:C(O):C(:C:3)OC3:C:C(O):C:C4:C:3)C3:C:C:C(O):C(:C:3)C3:C(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O):C:C(O):C:C:3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,0.224,0,1.3853303e-06,0,False,False,False,False,False,False,False,True,False,False,1879.680000000001,1.1636000000000106,662.4100000000003,24,33,20,16,3,0.04761806936070097
CN1:C(=O):C2:C(:N:C:N:2CCNCC(O)C2:C:C:C(O):C(O):C:2):N(C):C:1=O,0,0.276,0,0.015022923,0,False,False,False,False,False,False,False,True,False,False,375.3850000000001,-0.8319000000000003,134.54,4,7,6,3,0,0.326168114460628
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,0,0.174,0,0.0024935482,0,False,False,False,False,False,False,False,True,False,False,374.4340000000001,-1.7552999999999952,129.51000000000002,5,9,5,3,0,0.3800896178510142
CC(CC1:C:C:C:C:C:1)NCCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C.[Cl-].[H+],1,0.75,1,0.9892396,1,False,False,False,False,False,False,False,True,False,False,377.87600000000003,-2.2289999999999957,73.85,1,4,6,3,0,0.5275209043020795
C=CC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CO)O1,1,0.922,1,0.99976486,1,False,False,False,False,False,False,True,True,False,False,432.4880000000002,2.1948000000000003,93.06,2,6,3,5,0,0.6645195633151878
CNC[C@@H]1CN(C2:C:C:C(OCC3:C:C:C:C(Cl):C:3):C:C:2)C(=O)O1,1,0.842,1,0.9286039,1,False,False,False,False,False,False,False,True,False,False,346.8140000000001,3.4636000000000022,50.8,1,4,6,3,0,0.8698578912084756
CCC(=O)O[C@]1(C2:C:C:C:C:C:2)CCN(C)C[C@@H]1CC,1,0.95,1,0.99799216,1,False,False,False,False,False,False,True,True,False,False,275.392,3.1968000000000023,29.54,0,3,4,2,0,0.7903390606425671
CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1,0.966,1,0.99986994,1,False,False,False,False,False,False,True,True,False,False,462.5580000000003,3.199000000000003,93.06,2,6,4,5,0,0.6666323272132847
CC12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=CC43C)[C@@H]1C[C@H]1O[C@@](C)(C3:C:C:C:C:C:3)O[C@]12C(=O)CO,1,0.92,1,0.99697304,1,False,False,False,False,False,False,True,True,False,False,496.5750000000003,3.5556000000000023,93.06000000000002,2,6,3,6,0,0.6649871252562852
CCNC(=O)N1CCN(CCCC(C2:C:C:C(F):C:C:2)C2:C:C:C(F):C:C:2)CC1,1,0.9,1,0.99605346,1,False,False,False,False,False,False,True,True,False,False,401.5010000000001,4.224000000000004,35.580000000000005,1,2,7,3,0,0.7539138280338623
COC1:C:C:C(C(=O)N2CCCC2=O):C:C:1,1,0.84,1,0.9622264,1,False,False,False,False,False,False,False,True,False,False,219.23999999999995,1.4578,46.61,0,3,2,2,0,0.7072687150818269
COC1:C:C2:O:C(=O):C(C):C(C):C:2:C:C:1OCCCN1CCN(C2:C:C:C:C:C:2OC)CC1,1,0.82,1,0.99976665,1,False,False,False,False,False,False,False,True,False,False,452.5510000000003,4.018140000000003,64.38000000000001,0,7,8,4,0,0.37783312471252267
CCCNC(=O)C1:C:C:C2:C(:C:1)N([C@H](C)CN1CCCC1)C1:C:C:C:C:C:1S2,1,0.948,1,0.99990416,1,False,False,False,False,False,False,True,True,False,False,395.5720000000002,4.913400000000005,35.580000000000005,1,4,6,4,0,0.753507986113022
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1,0.822,1,0.7913861,1,False,False,False,False,False,False,False,False,False,False,210.23299999999998,0.5709000000000001,75.27000000000001,2,3,3,1,0,0.5279211833596782
C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)C1:C:C:C:C:C:1)C2,1,0.322,0,0.064294316,0,True,True,False,True,False,True,False,True,False,False,305.374,1.9434999999999996,69.59,1,4,4,3,0,0.5242019295950936
NC1:C:C:C(S(=O)(=O)N2CC3CCC(CC3)C2):C:C:1,1,0.84,1,0.49281868,0,False,True,False,False,False,True,False,False,True,False,280.3929999999999,2.0795000000000003,63.400000000000006,1,3,2,4,0,0.8436084694708043
O=C(CCCN1CCN2CCCC2C1)C1:C:C:C(F):C:C:1,1,0.96,1,0.99993503,1,False,False,False,False,False,False,True,True,False,False,290.382,2.568600000000001,23.550000000000004,0,3,5,3,0,0.7787660726048818
O=C1NCCN1C1CCN(CCC2COC3:C:C:C:C:C:3O2)CC1,1,0.87,1,0.9988281,1,False,False,False,False,False,False,False,True,False,False,331.4160000000001,1.7060999999999997,54.040000000000006,1,4,4,4,0,0.9124772442942276
CCC1(CC)C(=O)NC(=O)NC1=O,1,0.89,1,0.9352395,1,False,False,False,False,False,False,False,True,False,False,184.195,0.15879999999999994,75.27000000000001,2,3,2,1,0,0.6000294014636102
C[N+](C)([O-])CC/C=C1/C2:C:C:C:C:C:2C=CC2:C(Cl):C:C:C:C:21,1,0.87,1,0.99319637,1,False,False,False,False,False,False,False,True,False,False,325.83900000000006,5.219800000000005,23.06,0,1,3,3,1,0.47799908827073323
NC1:N:C(=O):C2:N:C:N(CC[C@@H](O)CO):C:2:[NH]:1,1,0.55,1,0.62375736,1,False,False,False,False,False,False,False,False,False,False,239.23499999999999,-1.5549000000000006,130.05,4,6,4,2,0,0.5104496132472172
CC(C)(C)[C@]1(O)CCN2C[C@H]3C4:C:C:C:C:C:4CCC4:C:C:C:C(:C:43)[C@@H]2C1.[Cl-].[H+],1,0.834,1,0.9991211,1,False,False,False,False,False,False,False,True,False,False,397.9900000000002,1.9612999999999998,23.47,1,2,0,5,0,0.7341980902505179
CC(NCCN1:C:N:C2:C:1:C(=O):N(C):C(=O):N:2C)C(O)C1:C:C:C:C:C:1,1,0.564,1,0.033395987,0,False,True,False,False,False,True,False,True,True,False,357.41400000000004,0.14540000000000047,94.08,2,5,6,3,0,0.6547382951441181
CN(C)C(=O)OC1N=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N(C)C1=O,1,0.796,1,0.98920727,1,False,False,False,False,False,False,False,True,False,False,371.8240000000001,3.1781000000000015,62.21000000000001,0,4,2,3,0,0.8140970679577941
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,1,0.596,1,0.38686526,0,False,True,False,False,False,True,False,False,True,False,271.27299999999997,0.014399999999999913,127.59,3,5,6,1,0,0.5863462323304868
NC(=O)CN1CC2:C:C:C:C:C:2OC1=O,1,0.944,1,0.99665314,1,False,False,False,False,False,False,True,True,False,False,206.20099999999996,0.4863,72.63,1,3,2,2,0,0.7647042212700311
COCC1:C(C(C)C):N:C(C(C)C):C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O):C:1C1:C:C:C(F):C:C:1,1,0.458,0,0.48458284,0,True,True,False,True,False,True,False,False,False,False,459.5580000000002,4.8807000000000045,99.88000000000001,3,5,11,2,0,0.442845274404938
CC1:C:C(C):C(=O):[NH]:N:1,1,0.858,1,0.9909456,1,False,False,False,False,False,False,False,True,False,False,124.143,0.3867399999999999,45.75,1,2,0,1,0,0.5433088794895109
OC[C@@H](O)[C@H]1OC2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,1,0.548,1,0.9121343,1,False,False,False,False,False,False,False,True,False,False,309.52900000000005,-0.46290000000000026,88.38000000000001,3,6,2,2,0,0.5982051890137444
COCC1CN(C2:C:C:C(OCC3:C:C:C:C(C#N):C:3):C:C:2)C(=O)O1,1,0.824,1,0.9320309,1,False,False,False,False,False,False,False,True,False,False,338.36300000000006,3.108880000000002,71.79,0,5,6,3,0,0.8091238644914096
COC1:C:C(/C=C/C(=O)N2CCCCCCC2):C:C(OC):C:1OC,1,0.932,1,0.99956316,1,False,False,False,False,False,False,True,True,False,False,333.428,3.5183000000000026,48.0,0,4,5,2,0,0.7737070156923602
N#CCCN1C(=O)C(O)N=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1,0.764,1,0.71673465,1,False,False,False,False,False,False,False,False,False,False,357.772,2.8951800000000008,76.69,1,4,3,3,0,0.9171302539996772
CN1CCC2=C(CC1)C1:C:C(C#N):C:C:C:1SC1:C:C:C:C:C:12,1,0.976,1,0.9997788,1,False,False,False,False,False,False,True,True,False,False,318.44500000000005,4.659280000000003,27.03,0,3,0,4,0,0.7067108427234166
COC1:C:C(N):C(Cl):C:C:1C(=O)NC1CCN(CC2:C:C:C:C:C:2)CC1,1,0.908,1,0.9987577,1,False,False,False,False,False,False,True,True,False,False,373.8840000000002,3.3252000000000024,67.58999999999999,2,4,5,3,0,0.78874496828116
CCC1:C:C2:C(:S:1)N(C)C(=O)CN=C2C1:C:C:C:C:C:1Cl,1,0.96,1,0.999884,1,False,False,False,False,False,False,True,True,False,False,318.82899999999995,3.777700000000003,32.67,0,3,2,3,0,0.8291279321976416
CN(C)CCC=C1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,1,0.992,1,0.99930024,1,False,False,False,False,False,False,True,True,False,False,275.39500000000004,4.553800000000004,3.24,0,1,3,3,0,0.6773504085567709
C/C(=C1/CCOC(=O)S1)N(C=O)CC1:C:N:C(C):N:C:1N,1,0.822,1,0.9996125,1,False,False,False,False,False,False,False,True,False,False,308.36300000000006,1.83062,98.41,1,7,4,2,0,0.6688640563311474
OC(C1=NCCN1)(C1:C:C:C(Cl):C:C:1)C1:C:C:C:C:N:1,1,0.836,1,0.0533966,0,False,True,False,False,False,True,False,True,True,False,287.75,1.9725999999999997,57.510000000000005,2,4,3,3,0,0.907388183732892
O=C1CN(O)C(C2:C:C:C:C:C:2)=C2:C:C(Cl):C:C:C:2=N1,1,0.882,1,0.9984028,1,False,False,False,False,False,False,False,True,False,False,286.718,1.3475000000000001,52.900000000000006,1,3,1,3,0,0.8608432096663471
CNCCC(OC1:C:C:C:C2:C:C:C:C:C:1:2)C1:C:C:C:S:1,1,0.908,1,0.9918652,1,False,False,False,False,False,False,True,True,False,False,297.423,4.630900000000003,21.259999999999998,1,3,6,3,0,0.7159243797705693
CC1:N:C:C:N:1C(C)C1:C:C:C:C:C:1,1,0.854,1,0.9923968,1,False,False,False,False,False,False,False,True,False,False,186.258,2.8008200000000008,17.82,0,1,2,2,0,0.7048070332851615
CCS(=O)(=O)CCN1C(=O)CN=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1,0.88,1,0.99969625,1,False,False,False,False,False,False,False,True,False,False,408.8820000000001,3.097800000000002,66.81,0,4,5,3,0,0.7630476683089961
CCCCNCC1COC2:C:C:C:C(OCC):C:2O1.[Cl-].[H+],1,0.844,1,0.9965731,1,False,False,False,False,False,False,False,True,False,False,301.8139999999999,-0.2686999999999984,39.72,1,4,7,2,0,0.7041134367580367
COC1:C:C:C(OCC2CN(C)CCC2C2:C:C:C:C:C:2):C:C:1,1,0.926,1,0.94499093,1,False,False,False,False,False,False,True,True,False,False,311.42499999999995,3.8095000000000026,21.700000000000003,0,3,5,3,0,0.8379274465244386
CCNC1=NC(=O)C(C2:C:C:C:C:C:2)O1,1,0.928,1,0.99167997,1,False,False,False,False,False,False,True,True,False,False,204.229,1.2500000000000002,50.69,1,3,2,2,0,0.7883421890802553
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1,1,0.942,1,0.9999105,1,False,False,False,False,False,False,True,True,False,False,487.39500000000027,3.882600000000003,72.83000000000001,1,5,2,5,0,0.5990285726675203
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,0.622,1,0.7236545,1,False,False,False,False,False,False,False,False,False,False,380.45600000000013,1.8737,94.83,3,5,2,4,0,0.6798949641188835
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0.946,1,0.9999814,1,False,False,False,False,False,False,True,True,False,False,422.4930000000002,2.4445000000000006,100.90000000000002,2,6,3,4,0,0.6778330887220734
CC1:C:C2:C(:S:1)=NC1:C:C:C(F):C:C:1NC=2N1CCN(C)CC1,1,0.93,1,0.9999634,1,False,False,False,False,False,False,True,True,False,False,330.4320000000002,1.8855200000000003,30.870000000000005,1,5,1,4,0,0.8661974574356659
COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,0.916,1,0.99999917,1,False,False,False,False,False,False,True,True,False,False,496.54700000000025,2.993400000000001,91.29,1,7,4,5,0,0.5986285372956529
C[C@H]1C2:C:C:C:C:C:2[C@@H](CCCN(C)C)C2:C:C(C(F)(F)F):C:C:C:21,1,0.914,1,0.9998877,1,False,False,False,False,False,False,True,True,False,False,347.4239999999999,5.644300000000006,3.24,0,1,4,3,1,0.6912403300796615
CN1C(=O)C(O)N=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1,0.796,1,0.76023954,1,False,False,False,False,False,False,False,False,False,False,318.73500000000007,2.611300000000001,52.900000000000006,1,3,1,3,0,0.8784655827246939
CCOC(=O)C1:C:N:C:N:1C(C)C1:C:C:C(F):C:C:1,1,0.804,1,0.9882488,1,False,False,False,False,False,False,False,True,False,False,262.284,2.808200000000001,44.12,0,3,4,2,0,0.7957287192938972
OC(CCCN1CCC2:C(:C3:C:C(F):C:C:C:3:N:2C2:C:C:C(F):C:C:2)C1)C1:C:C:C(F):C:C:1,1,0.744,1,0.9988663,1,False,False,False,False,False,False,False,True,False,False,450.50400000000013,5.919700000000005,28.4,1,2,6,5,1,0.39505790645768835
CP(C)(=O)CN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1,0.92,1,0.99990034,1,False,False,False,False,False,False,True,True,False,False,360.7810000000001,4.104200000000003,49.74,0,3,3,3,0,0.7734846767657693
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)CC1:C:N:C(C):N:C:1N,1,0.666,1,0.99914193,1,False,False,False,False,False,False,False,True,False,False,398.55400000000014,2.49992,101.57000000000001,2,8,10,2,0,0.45782310170697527
CCC12CCN(CC3CC3)C(CC3:C:C:C(O):C:C:31)C2(C)C,1,0.962,1,0.99999094,1,False,False,False,False,False,False,True,True,False,False,299.4580000000001,4.106600000000004,23.47,1,2,3,4,0,0.9077907097451023
FC1:C:C:C2:[NH]:C3:C(:C:2:C:1)CN(CCCC1:C:C:C:N:C:1)CC3,1,0.944,1,0.99938667,1,False,False,False,False,False,False,True,True,False,False,309.38800000000003,3.6929000000000016,31.92,1,2,4,4,0,0.7968114726398023
C[N+](C)([O-])CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0.92,1,0.97851926,1,False,False,False,False,False,False,True,True,False,False,296.41400000000004,3.8876000000000026,26.299999999999997,0,2,4,3,0,0.6318517900046072
CN[C@@H]1C[C@@H](C2:C:C:C(Cl):C(Cl):C:2)C2:C:C:C:C:C:21.[Cl-].[H+],1,0.932,1,0.999464,1,False,False,False,False,False,False,True,True,False,False,328.67,1.9060000000000004,12.03,1,1,2,3,0,0.887837782238026
CC1:C:C(C(=O)NNCC2:C:C:C:C:C:2):N:O:1,1,0.898,1,0.957782,1,False,False,False,False,False,False,False,True,False,False,231.25500000000002,1.4176199999999997,67.16,2,4,4,2,0,0.7807773221849421
CCC(=O)C1(C2:C:C:C:C(O):C:2)CCN(C)CC1,1,0.84,1,0.9995596,1,False,False,False,False,False,False,False,True,False,False,247.33799999999994,2.3347000000000007,40.54,1,3,3,2,0,0.8909068281271513
CN(CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21)CC(=O)C1:C:C:C(Cl):C:C:1.[Cl-].[H+],1,0.834,1,0.9996432,1,False,False,False,False,False,False,False,True,False,False,455.42900000000014,2.8980000000000024,23.55,0,3,7,4,0,0.5123412830788678
CN1C(=O)C(O)N=C(C2:C:C:C:C:C:2Cl)C2:C:C(Cl):C:C:C:21,1,0.84,1,0.73885286,1,False,False,False,False,False,False,False,False,False,False,335.1900000000001,3.1256000000000013,52.900000000000006,1,3,1,3,0,0.8705347056850515
CN1CCN(C2=NC3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1,1,0.962,1,0.9996345,1,False,False,False,False,False,False,True,True,False,False,327.8150000000001,3.7714000000000025,28.07,0,4,0,4,0,0.7369928778519519
CN1C2:C:C(F):C:C:C:2C(C2:C:C:C:C:C:2)=NCC1CNC(=O)C1:C:C:O:C:1,1,0.836,1,0.99962306,1,False,False,False,False,False,False,False,True,False,False,377.41900000000015,3.504500000000002,57.84,1,4,4,4,0,0.7570749038357139
C[C@@H]1N=C(C2:C:C:C:C:C:2Cl)C2:C:C([N+](=O)[O-]):C:C:C:2NC1=O,1,0.808,1,0.9706727,1,False,False,False,False,False,False,False,True,False,False,329.743,3.4262000000000024,84.6,1,4,2,3,0,0.6762936072282916
CCC1(CC)C(=O)NC(=O)N(C)C1=O,1,0.924,1,0.99361235,1,False,False,False,False,False,False,True,True,False,False,198.22199999999998,0.5009999999999999,66.48,1,3,2,1,0,0.6569080951365892
CC1:C:C:C2:C(:C:1)C(N1CCN(C)CC1)=NC1:C:C:C:C:C:1S2,1,0.98,1,0.99979836,1,False,False,False,False,False,False,True,True,False,False,323.465,3.785320000000003,18.84,0,4,0,4,0,0.7350277559573194
NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,1,0.706,1,0.9999925,1,False,False,False,False,False,False,False,True,False,False,357.09799999999996,2.6311,50.41,2,3,0,1,0,0.655301426193612
CC1(C2:C:C:C:C:C:2)CC(=O)N(CN2CCOCC2)C1=O,1,0.918,1,0.9999658,1,False,False,False,False,False,False,True,True,False,False,288.347,0.9929000000000001,49.85,0,4,3,3,0,0.778479530428075
COCN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C([N+](=O)[O-]):C:C:C:21,1,0.838,1,0.9997211,1,False,False,False,False,False,False,False,True,False,False,325.32400000000007,2.3827,85.03999999999999,0,5,4,3,0,0.6378785767590403
CC1=CC(=C2C=CC(=O)C=C2)NN=C1NCCN1CCOCC1,1,0.816,1,0.99969006,1,False,False,False,False,False,False,False,True,False,False,314.3890000000002,0.7203999999999999,65.96000000000001,2,6,3,3,0,0.8034872110900627
CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4:C:C:C(OCC5:C:C:C:C:C:5):C5:C:4[C@@]2(CCN3C)[C@H]1O5,1,0.626,1,0.9991233,1,False,False,False,False,False,False,False,True,False,False,585.8290000000002,8.323500000000008,48.0,0,5,16,6,2,0.1126198694436222
CCCCCC(C)C(C)C1:C:C(OC(=O)CCCN2CCCCCC2):C2:C(:C:1)OC(C)(C)C1=C2CC(C)CC1,1,0.566,1,0.9999982,1,False,False,False,False,False,False,False,True,False,False,537.8290000000003,9.312700000000001,38.769999999999996,0,4,11,4,2,0.16009985409277414
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1CC3:C:C:C:C:C:3C[C@]12C(=O)CO.O,1,0.852,1,0.9919538,1,False,False,False,False,False,False,False,True,False,False,482.5920000000003,3.105200000000002,106.1,2,4,2,6,0,0.6755665764295385
C/C=C\C1O[C@]2(C(=O)COC(=O)C3:C:C:N:C:C:3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,1,0.782,1,0.9310859,1,False,False,False,False,False,False,False,True,False,False,535.6370000000005,4.120600000000004,112.02000000000002,1,8,5,6,1,0.44274846577893673
NC(=O)C1:C:C:C:N:C:1,1,0.922,1,0.98828644,1,False,False,False,False,False,False,True,True,False,False,122.12699999999997,0.18050000000000016,55.980000000000004,1,2,1,1,0,0.5772627921564857
CCN(CC)C(=O)C1:C:C:C:N:C:1,1,0.914,1,0.99877924,1,False,False,False,False,False,False,True,True,False,False,178.235,1.5636,33.2,0,2,3,1,0,0.703412369622264
CN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C([N+](=O)[O-]):C:C:C:21,1,0.91,1,0.99952066,1,False,False,False,False,False,False,True,True,False,False,295.29800000000006,2.4086000000000007,75.81,0,4,2,3,0,0.6303314667677087
CCCCCCCCCNC1:N:C:N:C2:[NH]:C:C:C:1:2,1,0.822,1,0.99963653,1,False,False,False,False,False,False,False,True,False,False,260.38500000000005,4.120400000000003,53.6,2,3,9,2,0,0.6667362191188955
CN(C)CCON=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0.96,1,0.9983796,1,False,False,False,False,False,False,True,True,False,False,294.398,3.115800000000002,24.83,0,3,4,3,0,0.6391562047244217
CNCCC=C1C2:C:C:C:C:C:2C2CC2C2:C:C:C:C:C:21,1,0.972,1,0.998626,1,False,False,False,False,False,False,True,True,False,False,275.395,4.312300000000003,12.03,1,1,3,4,0,0.8229478476899434
O=C(NC(=O)C1:C:C:C:C:C:1)NC1CCN(CC2:C:C:C3:C:C:C:C:C:3:C:2)CC1,1,0.818,1,0.8844323,1,False,False,False,False,False,False,False,False,False,False,387.4830000000001,3.943800000000003,61.440000000000005,2,3,4,4,0,0.7127291368404797
O=C(C1:C:C:C:C:N:1)N1CCN(CC2:C:C:C:C:C:2)CC1,1,0.944,1,0.9983211,1,False,False,False,False,False,False,True,True,False,False,281.35900000000004,2.0396,36.440000000000005,0,3,3,3,0,0.8636026583497495
CCC[C@]1(C2:C:C:C:C(O):C:2)CCN(C)C[C@@H]1C,1,0.954,1,0.9948265,1,False,False,False,False,False,False,True,True,False,False,247.38199999999995,3.4017000000000017,23.47,1,2,3,2,0,0.8845869565176264
